num,festival,section,pages,title,title_eng,director,country,year,running_time,grade,trailer_url,tag,program_note
167,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8167&sc_category_seq=8013&sc_num=1&actEvent=view,허니 번치,Honey Bunch,"마들렌 심즈 퓨어, 더스티 맨치넬리",Canada,2025,113min,15+,,"로맨스, 블랙 코미디, 스릴러","사고로 오랫동안 혼수상태였다가 깨어난 다이애나는 여전한 후유증으로 고생하던 중, 자상한 남편 호머와 함께 대체의학으로 완쾌를 가능케 한다는 트레핀 박사의 병원에 입소한다. 평범하지 않은 강도 높은 치료가 이어지면서 다이애나는 어딘가 이상한 느낌을 갖기 시작한다. 그녀는 환영을 보기도 하고, 왠지 내가 아닌 낯선 이가 된 것 같기도 하다. 무엇보다 점점 달라지는 호머의 태도가 낯설기만 하다. 그녀가 모르는 어떤 비밀이 이 병원 안에 도사리고 있는 걸까? <허니 번치>는 25회 BIFAN 상영작인 <죄의 근원> 이후 마들렌 심즈 퓨어와 더스티 맨치넬리 듀오가 4년 만에 선보인 두 번째 장편이다. 70년대 고딕 호러를 세밀하게 복원하는 시청각적 스타일은 <쳐다보지 마라>의 애잔한 낭만성까지 독특하게 담아내며 21세기 보디 호러의 또 다른 영역을 야심 차게 제시한다. 올해 BIFAN의 또 다른 상영작인 <데드 러버>의 감독/주연을 맡기도 한 다이애나 역의 그레이스 글로위키는 발군의 연기를 보여준다. (박진형)"
168,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8168&sc_category_seq=8013&sc_num=1&actEvent=view,어글리 시스터,The Ugly Stepsister,에밀리 블리치펠트,"Norway, Sweden, Poland, Denmark",2025,110min,19+,https://www.youtube.com/watch?v=1FcA6zXyLoY,"변신, 하드고어, 로맨스, 블랙 코미디","결혼으로 출세하는 성공 로맨스의 가장 대중적인 캐릭터인 신데렐라는 다양한 판본으로 전 세계 소녀들의 마음을 사로잡아왔다. 타고난 미모와 선한 성품으로 왕자와 결혼하는 신데렐라 옆에서 계모와 의붓언니들은 못생기고 간계한 빌런일 뿐이다. 데뷔작 <어글리 시스터>로 단번에 장르영화계의 신데렐라로 떠오른 에밀리 블리치펠트는 영화의 시작을 그림 형제의 원작 동화에서 구두에 발을 맞추기 위해 발가락을 잘라내는 의붓언니의 장면에서 떠올린다. 온갖 성형시술과 공포스러운 다이어트까지 감행해가며 왕자의 눈에 띄려는 엘비라의 고분분투를 감아내면서, 영화는 여성에 대한 가장 강력한 역사적 억압이었던 아름다운 몸이라는 사회적 이상을 고어리한 환상 동화와 보디 호러 양식의 기발한 혼합을 통해 비판한다. 각자의 욕망을 향해 돌진하는 여자들 뒤에 선 남자들은 무력하거나 야비하거나 혹은 영화 속의 왕자처럼 저속하기 짝이 없다. 엘비라 역을 맡은 레아 미렌의 얼굴은 유럽 시대극의 화려한 이미지와 그 안에서 거침없이 훼손되는 신체의 기괴한 이미지의 충돌을 고스란히 담아내며 영화의 독특한 매혹을 선사한다. (박진형)"
169,Bucheon,B 마이 게스트: 외유내강,https://www.bifan.kr/program/program_view.asp?pk_seq=8169&sc_category_seq=8014&sc_num=1&actEvent=view,짝패,The City of Violence,류승완,Korea,2006,92min,19+,,"액션, 버디무비","서울에서 형사 생활을 하는 태수는 죽마고우 왕재의 갑작스러운 죽음 소식에 십여 년 만에 고향, 온성으로 돌아온다. 왕재의 죽음이 의심스러운 태수는 장례식 이후에도 고향에 남아 진실을 파헤치기로 한다. 어린 시절부터 함께 어울렸던 친구들 중 막내 석환과 함께 조사를 시작한 태수는 정체불명의 공격까지 받으며 사건은 점점 더 미궁 속으로 빠져든다. 고향은 더 이상 예전의 고향이 아니었고, 둘은 짝패가 되어 왕재의 죽음에 얽힌 진실과 마주한다. 한국형 액션영화의 대표작으로 손꼽히는 이 작품은 2005년 외유내강 창립 후 만들어진 첫 작품이다. 투박하면서도 현실적인 액션의 진수를 보여주는 외유내강 스타일의 정수에 동서양 고전 액션 영화의 감각을 절묘하게 녹여내며 액션의 쾌감은 한층 더 강렬해졌다. 모든 액션을 직접 소화한 류승완 감독과 정두홍 무술감독의 혼신의 연기는 이 작품의 백미. 지금까지도 회자되는 개성 넘치는 액션 시퀀스와 맛깔나는 대사들까지, 다채로운 매력으로 관객을 사로잡는다. (이정엽)"
170,Bucheon,B 마이 게스트: 외유내강,https://www.bifan.kr/program/program_view.asp?pk_seq=8170&sc_category_seq=8014&sc_num=1&actEvent=view,엑시트,Exit,이상근,Korea,2019,103min,12+,,"재난, 히어로, 코미디, 미남, 미녀","졸업 후 몇 년째 취업하지 못한 용남은 온 가족이 모인 어머니의 칠순 잔치의 연회장에서 일하는 대학교 산악 동아리 후배 의주를 만난다. 과거 의주에게 고백했다가 거절당한 용남은 자신의 처지와 가족들의 모습을 의주에게 보이는 것이 부끄럽기만 하다. 어색한 재회도 잠시, 잔치가 한창일 무렵 정체불명의 연기가 피어오르고 도심은 순식간에 유독가스로 뒤덮인다. 용남은 의주와 가족들의 무사 탈출을 위해 전력을 다한다. 재난 영화의 외형을 갖췄지만 전형적인 클리셰에서 벗어난 이 작품은 긴장감 넘치는 생존극 속에 유쾌한 코미디와 잔잔한 감동을 절묘하게 녹여냈다. 모스부호를 외치는 유명한 장면처럼 재난 상황에서의 다양한 대처법을 자연스럽게 보여주는 교육적 재미가 있는 것도 매력. 엔딩의 주제가 <슈퍼히어로>를 통해 전하는 '아무리 본인이 보잘것없어도 의지만 있다면 누군가의 영웅이 될 수 있다'는 희망의 메시지는 개봉 후 시간이 흐른 지금도 여전히 유효하다. (이정엽)"
171,Bucheon,B 마이 게스트: 외유내강,https://www.bifan.kr/program/program_view.asp?pk_seq=8171&sc_category_seq=8014&sc_num=1&actEvent=view,모가디슈,Escape From Mogadishu,류승완,Korea,2021,121min,15+,,감동,"1991년, 대한민국이 UN 가입을 추진하던 시기. 소말리아 수도 모가디슈의 한국 대사관에서는 한 대사와 국정원 직원 대진이 대통령 면담을 시도하지만 북한 대사관의 방해로 실패한다. 그러던 중, 모가디슈에 내전이 발발하고 총알과 포탄이 난무하는 도심 속에서 통신까지 끊겨 고립 상태에 빠진다. 그러던 어느 밤, 탈출구가 막힌 북한 대사관 직원들이 한국 대사관의 문을 두드린다. 이 작품은 1991년 실제 소말리아 내전 당시, 남북한 대사관 직원들이 함께 목숨을 걸고 모가디슈를 탈출한 실화를 바탕으로 만들어졌다. 거대한 전쟁 스펙터클보다 탈출 과정을 정교하게 그려낸 긴박한 전개가 이 작품의 가장 큰 매력. 특히 클라이맥스의 카체이싱 장면은 단 한 순간도 눈을 뗄 수 없는 긴장감을 선사한다. 감정을 과하게 조율하기보다는 담담한 시선으로 사건과 인물들을 묘사하는 연출도 인상적이다. 코로나 팬데믹 속에서도 극장 개봉하여 2021년 한국 영화 최고 흥행작에 오르며 외유내강의 저력을 입증했다. (이정엽)"
172,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8172&sc_category_seq=8015&sc_num=1&actEvent=view,꼭두 이야기,Kokdu: A Story of Guardian Angels,김태용,Korea,2019,73min,G,,"감동, 가족","수민과 동민 남매는 시골장에서 강아지를 사기 위해 몰래 할머니의 꽃신을 팔아버린다. 하지만 곧 할머니가 쓰러지고 죄책감에 사로잡힌 남매는 꽃신을 되찾기 위해 강아지를 판 고물상을 찾아 나선다. 그곳에서 꽃신을 찾아 헤매던 중 고물 더미 속에 숨겨진 터널로 빠져든 남매는 네 명의 신비로운 꼭두와 만나게 된다. 죽은 이의 마지막 길을 따뜻하게 배웅하는 꼭두들은 남매의 간절한 부탁을 받아들여 꽃신을 함께 찾아 나선다. 길잡이, 광대, 무사, 시중. 전통 장례식 상여를 장식하는 나무 인형 꼭두는 이 작품에서 따뜻한 안내자이자 상실의 아픔을 보듬는 존재로 다시 태어난다. 할머니를 떠나보내는 아이들의 배웅과 꼭두의 마중을 아름답게 엮으며 이승과 저승 사이, 그 어디쯤에서 피어나는 감정을 섬세하게 그려낸다. 국립국악원과 함께 한 <꼭두> 공연을 극중극으로 녹여낸 연출은 무대 안팎을 넘나들며 깊은 감동을 자아내고 마음속 슬픔을 어루만지는 따뜻한 동화 같은 여운을 남긴다. (이정엽)"
173,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8173&sc_category_seq=8015&sc_num=1&actEvent=view,이 공을 받아줘,Pass Me,김태용,Korea,2004,13min,15+,,"로맨스, 초자연",사람들이 다니는 거리에서 한 커플이 누구나 시선을 돌릴 만큼 격하게 다투고 있다. 그 순간 남자의 머리 위로 건물 옥상에서 공 하나가 떨어진다. 마침 버스 안에서 이 장면을 바라보던 한 여자가 카메라 셔터를 누르는 순간 세상이 멈춰 버린다. 그녀는 싸우는 커플의 모습에서 과거의 자신을 비추고 그 감정은 일상 속 판타지처럼 펼쳐진다. 한국영화아카데미 20주년 기념 프로젝트 '이공(異共)'의 일환으로 제작된 이 단편은 찰나의 감정이 시간의 흐름을 멈추는 순간을 섬세하고 인상적으로 포착해 낸다. (이정엽)
174,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8174&sc_category_seq=8015&sc_num=1&actEvent=view,달리는 차은,Girl on the Run,김태용,Korea,2008,35min,G,,"스쿨걸, 스포츠, 가족","바닷가 마을에 사는 중학생 차은은 달리기에 재능이 있는 육상선수이다. 하지만 학교 육상부는 해체되면서 육상부가 있는 도시 학교로 전학 가기를 희망한다. 그러나 아버지는 묵묵부답이고 필리핀에서 온 엄마와는 말이 통하지 않는다. 결국 아버지에게 꾸지람을 들은 차은은 집을 나선다. 그저 달리고 싶다는 순수한 열망조차 마음대로 펼칠 수 없는 차은의 이야기를 통해 작품은 다문화 가정의 현실, 특히 그 속에서 자라는 청소년들이 겪는 갈등과 고민을 섬세하게 그려낸다. 국가인권위원회에서 제작한 옴니버스 시리즈 <시선 1318> 중 한 편으로 시나리오가 중학교 교과서에 실리기도 했다. (이정엽)"
175,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8175&sc_category_seq=8015&sc_num=1&actEvent=view,그녀의 연기,You Are More Than Beautiful,김태용,Korea,2012,27min,15+,,"감동, 미녀",제주에 사는 철수는 공항에서 돈을 받고 자신의 약혼녀 역할을 하기로 한 배우 영희를 픽업한다. 위독한 아버지의 마지막 소원을 위해 철수는 영희와의 거짓 연애를 꾸미기로 한 것이다. 영희는 그럴듯한 연애담을 준비하며 연기를 준비하지만 철수의 아버지가 의식을 잃었다는 연락에 그녀의 연기는 예기치 못한 방향으로 흘러간다. 연기란 과연 현실과 동떨어진 허구일까? 그녀의 감정이 현실 속에 스며들면서 거짓이었던 관계는 점차 진실로 빛나기 시작한다. 연기가 현실을 비추는 순간 그 환상은 오히려 세상을 더 따뜻하고 아름답게 비춘다. 홍콩국제영화제의 기획으로 ‘아름다움’을 주제로 제작된 단편. (이정엽)
176,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8176&sc_category_seq=8015&sc_num=1&actEvent=view,피크닉,Picnic,김태용,Korea,2014,37min,15+,,"가족, 성장영화",작은 바닷가 마을에 사는 여덟 살 수민의 유일한 즐거움은 이불 속에서 만화책을 보는 것이다. 하지만 늘 그 즐거움을 방해하는 건 자폐증을 앓는 남동생 동민. 어느 날 동민이 수민이 빌려온 만화책을 망가뜨리고 수민은 엄마에게 크게 혼이 나자 수민은 동민을 데리고 소풍을 나선다. 전작들에서 일상 속 따뜻한 판타지를 아름답게 그려왔던 감독은 이 작품에서는 소녀의 죄책감에서 시작된 환상을 통해 깊은 두려움과 내면의 성장을 그려낸다. 10분여의 클라이맥스를 포함한 영화 전체에서 김수안은 눈부신 연기를 펼치며 영화의 감정을 끌어올린다. 한국영화아카데미 3D 프로젝트 <신촌좀비만화> 중 한 편으로 이번 영화제에서는 2D 버전으로 만날 수 있다. (이정엽)
177,Bucheon,"김태용, 시선의 온도",https://www.bifan.kr/program/program_view.asp?pk_seq=8177&sc_category_seq=8015&sc_num=1&actEvent=view,그녀의 전설,Where Mermaids Go,김태용,Korea,2015,28min,12+,,"가족, 음악&춤, 감동","약사인 유진은 해녀인 엄마가 물질을 하다 사고를 당했다는 소식에 아들 민호와 함께 급히 제주로 내려온다. 그러나 엄마는 보이지 않고 집 안엔 엄마의 흔적만이 남아 있다. 그러던 중 이른 아침 헛간에서 곰 한 마리를 발견하고 놀란 유진. 그런데 민호는 곰을 할머니라 부른다. 이 상황이 당황스러운 유진에게 엄마는 바다에 빠졌더니 곰으로 변했다고 말할 뿐이다. 바다에서 평생을 살아온 해녀들에게 '산'은 어떤 의미일까? 딸과 손주와 함께 보내는 짧고도 따뜻한 하루, 그리고 곰의 모습으로 산으로 돌아가는 어머니의 뒷모습은 신화 속 인물을 떠올리게 한다. 특수효과와 특수촬영(SFX) 기법과 뮤지컬 형식이 어우러진 이 현실적인 판타지는 묘한 감동과 함께 미소를 동시에 자아낸다. (이정엽)"
178,Bucheon,히가시노 게이고의 갈릴레오: 실로 재미있는 천재,https://www.bifan.kr/program/program_view.asp?pk_seq=8178&sc_category_seq=8016&sc_num=1&actEvent=view,용의자 X의 헌신,Suspect X,니시타니 히로시,Japan,2008,128min,12+,,스릴러,"도시락 가게를 운영하며 씩씩하게 살아가던 야스코에게 전남편 토가시가 찾아온다. 폭력적인 건달 토가시에게 생명의 위협을 느낀 순간, 야스코와 중학생 딸 미사토는 우발적인 살인을 저지른다. 그리고 옆집에 사는 고등학교 수학 선생 이시가미가 궁지에 몰린 모녀를 돕겠다고 나선다. 토가시 살인 사건 때문에 골머리를 앓던 형사들은 천재 물리학자 유카와에게 도움을 청한다. 유카와는 이시가미가 극히 단순하고 당연해 보이는 트릭을 통해 선입견을 만들어내고 관점을 혼동시켰음을 눈치챈다. 완벽하게 논리적으로 살인 시나리오를 기획한 근거도, 그것에 미세한 균열을 일으키고 완전히 무너뜨린 근거도 결국 감정의 흔들림 때문이었다. 타인에게 품을 수 있는 연민과 헌신의 깊이는 어디까지인가. 행복에는 단 하나의 정답만이 존재하는 것이 아닌데도, 또 다른 맹목은 ‘아름답지 않은 증명과 정리’를 거치며 슬픈 파멸을 불러왔다. 히가시노 게이고의 최고작으로 꼽히는 동명 원작의 탄탄한 설정이 매끄럽게 영상화되었다. (김용언)"
